Year,State,Month,Heating_deg_days,Cooling_deg_days
2010,OH,10,335,7
2011,OH,10,387,3
2012,OH,10,397,1
2013,OH,10,343,7
2014,OH,10,372,4
2015,OH,10,341,6
2016,OH,10,250,19
2017,OH,10,257,17
2018,OH,10,342,6
1989,OK,10,126,64
1990,OK,10,193,29
1991,OK,10,133,59
1992,OK,10,146,51
1993,OK,10,250,16
1994,OK,10,135,58
1995,OK,10,151,48
1996,OK,10,165,40
1997,OK,10,150,48
1998,OK,10,115,74
1999,OK,10,147,50
2000,OK,10,102,84
2001,OK,10,175,35
2002,OK,10,265,14
2003,OK,10,131,62
2004,OK,10,111,78
2005,OK,10,136,57
2006,OK,10,166,41
2007,OK,10,106,82
2008,OK,10,177,35
2009,OK,10,319,8
2010,OK,10,136,56
2011,OK,10,142,53
2012,OK,10,189,31
2013,OK,10,173,37
2014,OK,10,93,95
2015,OK,10,121,68
2016,OK,10,58,135
2017,OK,10,140,55
2018,OK,10,173,37
1989,OR,10,431,0
1990,OR,10,476,0
1991,OR,10,360,0
1992,OR,10,358,0
1993,OR,10,324,0
1994,OR,10,456,0
1995,OR,10,439,0
1996,OR,10,442,0
1997,OR,10,458,0
1998,OR,10,438,0
1999,OR,10,375,0
2000,OR,10,425,0
2001,OR,10,421,0
2002,OR,10,441,0
2003,OR,10,318,0
2004,OR,10,395,0
2005,OR,10,394,0
2006,OR,10,439,0
2007,OR,10,481,0
2008,OR,10,426,0
2009,OR,10,473,0
2010,OR,10,396,0
2011,OR,10,398,0
2012,OR,10,391,0
2013,OR,10,459,0
2014,OR,10,268,0
2015,OR,10,253,1
2016,OR,10,421,0
2017,OR,10,429,0
2018,OR,10,368,0
1989,PA,10,375,3
1990,PA,10,309,7
1991,PA,10,373,2
1992,PA,10,516,0
1993,PA,10,465,0
1994,PA,10,449,0
1995,PA,10,310,7
1996,PA,10,411,0
1997,PA,10,404,0
1998,PA,10,375,3
1999,PA,10,444,0
2000,PA,10,370,4
2001,PA,10,371,3
2002,PA,10,433,0
2003,PA,10,462,0
2004,PA,10,413,0
2005,PA,10,343,4
2006,PA,10,437,0
2007,PA,10,199,28
2008,PA,10,448,0
2009,PA,10,453,0
2010,PA,10,374,3
2011,PA,10,393,2
2012,PA,10,359,3
2013,PA,10,325,6
2014,PA,10,333,4
2015,PA,10,401,0
2016,PA,10,315,7
2017,PA,10,240,18
2018,PA,10,342,4
1989,RI,10,391,0
1990,RI,10,264,6
1991,RI,10,338,0
1992,RI,10,474,0
1993,RI,10,462,0
1994,RI,10,406,0
1995,RI,10,293,0
1996,RI,10,428,0
1997,RI,10,437,0
1998,RI,10,381,0
1999,RI,10,422,0
2000,RI,10,397,0
2001,RI,10,353,0
2002,RI,10,431,0
2003,RI,10,443,0
2004,RI,10,412,0
2005,RI,10,341,0
2006,RI,10,403,0
2007,RI,10,227,10
2008,RI,10,428,0
2009,RI,10,443,0
2010,RI,10,357,0
2011,RI,10,316,0
2012,RI,10,302,0
2013,RI,10,341,0
2014,RI,10,305,0
2015,RI,10,391,0
2016,RI,10,322,0
2017,RI,10,184,17
2018,RI,10,381,0
1989,SC,10,114,67
1990,SC,10,88,93
1991,SC,10,118,63
1992,SC,10,183,30
1993,SC,10,128,57
1994,SC,10,148,44
1995,SC,10,93,90
1996,SC,10,143,47
1997,SC,10,125,58
1998,SC,10,87,90
1999,SC,10,133,53
2000,SC,10,129,53
2001,SC,10,171,36
2002,SC,10,75,108
2003,SC,10,124,60
2004,SC,10,74,105
2005,SC,10,88,89
2006,SC,10,158,41
2007,SC,10,48,144
2008,SC,10,160,38
2009,SC,10,144,50
2010,SC,10,101,77
2011,SC,10,164,36
2012,SC,10,115,67
2013,SC,10,104,75
2014,SC,10,93,85
2015,SC,10,124,61
2016,SC,10,69,109
2017,SC,10,75,106
2018,SC,10,67,117
1989,SD,10,505,0
1990,SD,10,547,0
1991,SD,10,595,0
1992,SD,10,535,0
1993,SD,10,585,0
1994,SD,10,473,0
1995,SD,10,584,0
1996,SD,10,544,0
1997,SD,10,471,0
1998,SD,10,495,0
1999,SD,10,521,0
2000,SD,10,452,2
2001,SD,10,531,0
2002,SD,10,772,0
2003,SD,10,417,3
2004,SD,10,491,0
2005,SD,10,481,0
2006,SD,10,622,0
2007,SD,10,439,3
2008,SD,10,541,0
2009,SD,10,775,0
2010,SD,10,415,3
2011,SD,10,421,3
2012,SD,10,599,0
2013,SD,10,611,0
2014,SD,10,459,0
2015,SD,10,417,3
2016,SD,10,423,3
2017,SD,10,520,0
2018,SD,10,667,0
1989,TN,10,229,25
1990,TN,10,243,20
1991,TN,10,200,33
1992,TN,10,275,16
1993,TN,10,269,16
1994,TN,10,217,28
1995,TN,10,228,25
1996,TN,10,225,25
1997,TN,10,243,21
1998,TN,10,157,53
1999,TN,10,229,25
2000,TN,10,168,50
2001,TN,10,278,15
2002,TN,10,170,44
2003,TN,10,227,26
2004,TN,10,134,67
2005,TN,10,203,31
2006,TN,10,287,14
2007,TN,10,126,74
2008,TN,10,240,22
2009,TN,10,282,14
2010,TN,10,209,32
2011,TN,10,268,17
2012,TN,10,268,16
2013,TN,10,199,32
2014,TN,10,188,39
2015,TN,10,197,34
2016,TN,10,107,92
2017,TN,10,172,44
2018,TN,10,166,47
1989,TX,10,42,156
1990,TX,10,69,116
1991,TX,10,40,178
1992,TX,10,38,168
1993,TX,10,75,121
1994,TX,10,45,161
1995,TX,10,49,147
1996,TX,10,54,148
1997,TX,10,50,143
1998,TX,10,28,197
1999,TX,10,51,138
2000,TX,10,35,179
2001,TX,10,69,115
2002,TX,10,68,145
2003,TX,10,36,166
2004,TX,10,20,269
2005,TX,10,46,156
2006,TX,10,44,173
2007,TX,10,29,191
2008,TX,10,59,129
2009,TX,10,80,133
2010,TX,10,42,158
2011,TX,10,43,160
2012,TX,10,58,146
2013,TX,10,45,167
2014,TX,10,21,227
2015,TX,10,24,218
2016,TX,10,13,258
2017,TX,10,44,161
2018,TX,10,54,154
1989,UT,10,547,1
1990,UT,10,544,2
1991,UT,10,527,3
1992,UT,10,455,4
1993,UT,10,585,1
1994,UT,10,607,1
1995,UT,10,579,2
1996,UT,10,579,1
1997,UT,10,569,1
1998,UT,10,589,1
1999,UT,10,472,4
2000,UT,10,555,1
2001,UT,10,478,4
2002,UT,10,631,1
2003,UT,10,388,10
2004,UT,10,555,1
2005,UT,10,511,2
2006,UT,10,609,1
2007,UT,10,547,2
2008,UT,10,519,2
2009,UT,10,680,1
2010,UT,10,479,2
2011,UT,10,522,2
2012,UT,10,517,3
2013,UT,10,627,1
2014,UT,10,431,4
2015,UT,10,380,8
2016,UT,10,440,4
2017,UT,10,611,2
2018,UT,10,588,1
1989,VT,10,560,0
1990,VT,10,509,0
1991,VT,10,529,0
1992,VT,10,718,0
1993,VT,10,678,0
1994,VT,10,588,0
1995,VT,10,466,0
1996,VT,10,615,0
1997,VT,10,645,0
1998,VT,10,554,0
1999,VT,10,657,0
2000,VT,10,588,0
2001,VT,10,521,0
2002,VT,10,665,0
2003,VT,10,633,0
2004,VT,10,592,0
2005,VT,10,520,0
2006,VT,10,623,0
2007,VT,10,412,0
2008,VT,10,632,0
2009,VT,10,666,0
2010,VT,10,594,0
2011,VT,10,525,0
2012,VT,10,471,0
2013,VT,10,517,0
2014,VT,10,471,0
2015,VT,10,619,0
2016,VT,10,520,0
2017,VT,10,361,0
2018,VT,10,613,0
1989,VA,10,254,15
1990,VA,10,208,28
1991,VA,10,257,14
1992,VA,10,353,4
1993,VA,10,313,7
1994,VA,10,321,6
1995,VA,10,218,24
1996,VA,10,274,12
1997,VA,10,283,11
1998,VA,10,244,16
1999,VA,10,319,6
2000,VA,10,238,17
2001,VA,10,288,11
2002,VA,10,251,19
2003,VA,10,305,8
2004,VA,10,259,14
2005,VA,10,222,21
2006,VA,10,324,7
2007,VA,10,122,68
2008,VA,10,312,7
2009,VA,10,295,9
2010,VA,10,223,22
2011,VA,10,289,11
2012,VA,10,263,15
2013,VA,10,235,20
2014,VA,10,225,23
2015,VA,10,276,13
2016,VA,10,187,32
2017,VA,10,166,40
2018,VA,10,198,28
1989,WA,10,468,0
1990,WA,10,529,0
1991,WA,10,482,0
1992,WA,10,428,0
1993,WA,10,389,0
1994,WA,10,487,0
1995,WA,10,493,0
1996,WA,10,501,0
1997,WA,10,482,0
1998,WA,10,458,0
1999,WA,10,486,0
2000,WA,10,468,0
2001,WA,10,508,0
2002,WA,10,510,0
2003,WA,10,372,0
2004,WA,10,428,0
2005,WA,10,417,0
2006,WA,10,479,0
2007,WA,10,513,0
2008,WA,10,497,0
2009,WA,10,516,0
2010,WA,10,437,0
2011,WA,10,472,0
2012,WA,10,460,0
2013,WA,10,514,0
2014,WA,10,318,0
2015,WA,10,331,0
2016,WA,10,438,0
2017,WA,10,487,0
2018,WA,10,463,0
1989,WV,10,354,6
1990,WV,10,326,8
1991,WV,10,320,9
1992,WV,10,429,2
1993,WV,10,403,2
1994,WV,10,385,3
1995,WV,10,305,10
1996,WV,10,347,7
1997,WV,10,373,4
1998,WV,10,321,9
1999,WV,10,379,5
2000,WV,10,296,12
2001,WV,10,376,4
2002,WV,10,321,10
2003,WV,10,392,3
2004,WV,10,303,11
2005,WV,10,305,11
2006,WV,10,417,2
2007,WV,10,189,37
2008,WV,10,393,3
2009,WV,10,412,2
2010,WV,10,325,10
2011,WV,10,382,4
2012,WV,10,363,5
2013,WV,10,311,10
2014,WV,10,333,8
2015,WV,10,331,9
2016,WV,10,241,23
2017,WV,10,235,23
2018,WV,10,296,12
1989,WI,10,488,0
1990,WI,10,560,0
1991,WI,10,542,0
1992,WI,10,572,0
1993,WI,10,588,0
1994,WI,10,446,3
1995,WI,10,492,0
1996,WI,10,515,0
1997,WI,10,495,0
1998,WI,10,446,3
1999,WI,10,534,0
2000,WI,10,401,5
2001,WI,10,527,0
2002,WI,10,628,0
2003,WI,10,520,0
2004,WI,10,471,0
2005,WI,10,438,3
2006,WI,10,632,0
2007,WI,10,333,12
2008,WI,10,520,0
2009,WI,10,640,0
2010,WI,10,431,4
2011,WI,10,441,2
2012,WI,10,566,0
2013,WI,10,513,0
2014,WI,10,532,0
2015,WI,10,452,3
2016,WI,10,397,6
2017,WI,10,395,7
2018,WI,10,581,0
1989,WY,10,668,0
1990,WY,10,683,0
1991,WY,10,695,0
1992,WY,10,589,0
1993,WY,10,718,0
1994,WY,10,700,0
1995,WY,10,743,0
1996,WY,10,694,0
1997,WY,10,659,0
1998,WY,10,658,0
1999,WY,10,601,0
2000,WY,10,653,0
2001,WY,10,657,0
2002,WY,10,840,0
2003,WY,10,536,0
2004,WY,10,639,0
2005,WY,10,597,0
2006,WY,10,733,0
2007,WY,10,617,0
2008,WY,10,664,0
2009,WY,10,911,0
2010,WY,10,533,0
2011,WY,10,608,0
2012,WY,10,704,0
2013,WY,10,775,0
2014,WY,10,538,0
2015,WY,10,484,0
2016,WY,10,539,0
2017,WY,10,717,0
2018,WY,10,731,0
1989,DC,10,253,13
1990,DC,10,192,27
1991,DC,10,261,12
1992,DC,10,371,1
1993,DC,10,326,4
1994,DC,10,325,4
1995,DC,10,207,22
1996,DC,10,290,9
1997,DC,10,286,9
1998,DC,10,259,13
1999,DC,10,330,4
2000,DC,10,251,14
2001,DC,10,274,10
2002,DC,10,289,10
2003,DC,10,329,4
2004,DC,10,298,8
2005,DC,10,237,16
2006,DC,10,314,7
2007,DC,10,115,66
2008,DC,10,311,5
2009,DC,10,310,7
2010,DC,10,238,16
2011,DC,10,292,9
2012,DC,10,248,15
2013,DC,10,230,18
2014,DC,10,228,18
2015,DC,10,303,8
2016,DC,10,199,25
2017,DC,10,154,41
2018,DC,10,211,22
1989,AL,11,362,6
1990,AL,11,291,15
1991,AL,11,460,1
1992,AL,11,401,3
1993,AL,11,421,3
1994,AL,11,253,23
1995,AL,11,490,2
1996,AL,11,402,5
1997,AL,11,476,1
1998,AL,11,267,23
1999,AL,11,289,14
2000,AL,11,390,4
2001,AL,11,233,28
2002,AL,11,443,2
2003,AL,11,242,24
2004,AL,11,257,22
2005,AL,11,309,13
2006,AL,11,384,4
2007,AL,11,364,6
2008,AL,11,445,3
2009,AL,11,364,5
2010,AL,11,324,12
2011,AL,11,319,11
2012,AL,11,431,2
2013,AL,11,432,3
2014,AL,11,522,1
2015,AL,11,220,30
2016,AL,11,253,22
2017,AL,11,313,12
2018,AL,11,465,3
1989,AZ,11,229,26
1990,AZ,11,239,24
1991,AZ,11,286,14
1992,AZ,11,371,6
1993,AZ,11,325,9
1994,AZ,11,373,5
1995,AZ,11,158,57
1996,AZ,11,227,26
1997,AZ,11,237,23
1998,AZ,11,251,18
1999,AZ,11,151,59
2000,AZ,11,445,0
2001,AZ,11,185,46
2002,AZ,11,218,31
2003,AZ,11,294,11
2004,AZ,11,343,7
2005,AZ,11,198,36
2006,AZ,11,191,39
2007,AZ,11,144,65
2008,AZ,11,189,42
2009,AZ,11,187,42
2010,AZ,11,298,12
2011,AZ,11,277,15
2012,AZ,11,173,48
2013,AZ,11,219,31
2014,AZ,11,223,27
2015,AZ,11,308,10
2016,AZ,11,188,43
2017,AZ,11,106,92
2018,AZ,11,269,17
1989,AR,11,390,3
1990,AR,11,328,8
1991,AR,11,567,0
1992,AR,11,516,0
1993,AR,11,588,0
1994,AR,11,349,6
1995,AR,11,529,0
1996,AR,11,578,0
1997,AR,11,549,0
1998,AR,11,356,6
1999,AR,11,295,11
2000,AR,11,565,0
2001,AR,11,321,9
2002,AR,11,515,0
2003,AR,11,338,7
2004,AR,11,351,6
2005,AR,11,355,6
2006,AR,11,415,1
2007,AR,11,392,2
2008,AR,11,492,0
2009,AR,11,346,7
2010,AR,11,403,1
2011,AR,11,366,5
2012,AR,11,449,0
2013,AR,11,534,0
2014,AR,11,616,0
2015,AR,11,348,7
2016,AR,11,305,11
2017,AR,11,357,6
2018,AR,11,592,0
1989,CA,11,303,6
1990,CA,11,347,4
1991,CA,11,304,6
1992,CA,11,347,3
1993,CA,11,368,0
1994,CA,11,542,0
1995,CA,11,221,14
1996,CA,11,330,4
1997,CA,11,307,5
1998,CA,11,396,0
1999,CA,11,294,6
2000,CA,11,463,0
2001,CA,11,324,4
2002,CA,11,282,7
2003,CA,11,435,0
2004,CA,11,439,0
2005,CA,11,278,8
2006,CA,11,305,8
2007,CA,11,280,7
2008,CA,11,246,12
2009,CA,11,329,5
2010,CA,11,393,0
2011,CA,11,401,0
2012,CA,11,290,7
2013,CA,11,302,5
2014,CA,11,256,11
2015,CA,11,397,0
2016,CA,11,267,10
2017,CA,11,251,14
2018,CA,11,269,8
1989,CO,11,832,0
1990,CO,11,826,0
1991,CO,11,1028,0
1992,CO,11,1084,0
1993,CO,11,1072,0
1994,CO,11,959,0
1995,CO,11,804,0
1996,CO,11,907,0
1997,CO,11,990,0
1998,CO,11,799,0
1999,CO,11,696,0
2000,CO,11,1137,0
2001,CO,11,806,0
2002,CO,11,936,0
2003,CO,11,956,0
2004,CO,11,930,0
2005,CO,11,805,0
2006,CO,11,849,0
2007,CO,11,812,0
2008,CO,11,782,0
2009,CO,11,811,0
2010,CO,11,926,0
2011,CO,11,891,0
2012,CO,11,764,0
2013,CO,11,875,0
2014,CO,11,964,0
2015,CO,11,906,0
2016,CO,11,724,0
2017,CO,11,714,0
2018,CO,11,964,0
1989,CT,11,726,0
1990,CT,11,628,0
1991,CT,11,667,0
1992,CT,11,738,0
1993,CT,11,707,0
1994,CT,11,570,0
1995,CT,11,793,0
1996,CT,11,809,0
1997,CT,11,768,0
1998,CT,11,688,0
1999,CT,11,572,0
2000,CT,11,714,0
2001,CT,11,569,0
2002,CT,11,729,0
2003,CT,11,619,0
2004,CT,11,673,0
2005,CT,11,640,0
2006,CT,11,544,0
2007,CT,11,732,0
2008,CT,11,718,0
2009,CT,11,552,0
2010,CT,11,670,0
2011,CT,11,553,0
2012,CT,11,753,0
2013,CT,11,735,0
2014,CT,11,739,0
2015,CT,11,549,0
2016,CT,11,622,0
2017,CT,11,694,0
2018,CT,11,754,0
1989,DE,11,599,0
1990,DE,11,498,0
1991,DE,11,566,0
1992,DE,11,560,0
1993,DE,11,559,0
1994,DE,11,434,0
1995,DE,11,692,0
1996,DE,11,719,0
1997,DE,11,626,0
1998,DE,11,544,0
1999,DE,11,429,0
2000,DE,11,620,0
2001,DE,11,413,0
2002,DE,11,598,0
2003,DE,11,425,0
2004,DE,11,509,0
2005,DE,11,469,0
2006,DE,11,437,0
2007,DE,11,577,0
2008,DE,11,595,0
2009,DE,11,446,0
2010,DE,11,542,0
2011,DE,11,441,0
2012,DE,11,660,0
2013,DE,11,616,0
2014,DE,11,633,0
2015,DE,11,414,0
2016,DE,11,493,0
2017,DE,11,548,0
2018,DE,11,621,0
1989,FL,11,58,164
1990,FL,11,51,165
1991,FL,11,96,110
1992,FL,11,45,195
1993,FL,11,61,166
1994,FL,11,28,229
1995,FL,11,92,116
1996,FL,11,66,148
1997,FL,11,81,131
1998,FL,11,26,219
1999,FL,11,58,156
2000,FL,11,86,116
2001,FL,11,40,175
2002,FL,11,88,118
2003,FL,11,32,213
2004,FL,11,42,180
2005,FL,11,44,183
2006,FL,11,85,113
2007,FL,11,66,147
2008,FL,11,113,83
2009,FL,11,54,170
2010,FL,11,67,140
2011,FL,11,51,174
2012,FL,11,105,88
2013,FL,11,44,206
2014,FL,11,114,98
2015,FL,11,15,300
2016,FL,11,52,162
2017,FL,11,42,198
2018,FL,11,48,199
1989,GA,11,369,8
1990,GA,11,312,13
1991,GA,11,455,2
1992,GA,11,399,6
1993,GA,11,417,4
1994,GA,11,278,21
1995,GA,11,498,1
1996,GA,11,454,3
1997,GA,11,495,2
1998,GA,11,273,24
1999,GA,11,288,15
2000,GA,11,418,4
2001,GA,11,241,25
2002,GA,11,454,2
2003,GA,11,251,22
2004,GA,11,291,16
2005,GA,11,325,10
2006,GA,11,387,4
2007,GA,11,398,4
2008,GA,11,478,1
2009,GA,11,345,7
2010,GA,11,368,5
2011,GA,11,339,8
2012,GA,11,434,3
2013,GA,11,444,3
2014,GA,11,526,1
2015,GA,11,262,24
2016,GA,11,288,16
2017,GA,11,330,9
2018,GA,11,460,4
1989,ID,11,865,0
1990,ID,11,866,0
1991,ID,11,962,0
1992,ID,11,1020,0
1993,ID,11,1077,0
1994,ID,11,1096,0
1995,ID,11,765,0
1996,ID,11,860,0
1997,ID,11,844,0
1998,ID,11,817,0
1999,ID,11,702,0
2000,ID,11,1092,0
2001,ID,11,775,0
2002,ID,11,885,0
2003,ID,11,1002,0
2004,ID,11,891,0
2005,ID,11,918,0
2006,ID,11,850,0
2007,ID,11,870,0
2008,ID,11,765,0
2009,ID,11,876,0
2010,ID,11,942,0
2011,ID,11,942,0
2012,ID,11,782,0
2013,ID,11,865,0
2014,ID,11,949,0
2015,ID,11,956,0
2016,ID,11,704,0
2017,ID,11,810,0
2018,ID,11,905,0
1989,IL,11,809,0
1990,IL,11,605,0
1991,IL,11,887,0
1992,IL,11,787,0
1993,IL,11,799,0
1994,IL,11,629,0
1995,IL,11,958,0
1996,IL,11,966,0
1997,IL,11,844,0
1998,IL,11,626,0
1999,IL,11,564,1
2000,IL,11,822,0
2001,IL,11,489,1
2002,IL,11,816,0
2003,IL,11,671,0
2004,IL,11,640,0
2005,IL,11,680,0
2006,IL,11,656,0
2007,IL,11,753,0
2008,IL,11,760,0
2009,IL,11,585,0
2010,IL,11,686,0
2011,IL,11,634,0
2012,IL,11,760,0
2013,IL,11,839,0
2014,IL,11,958,0
2015,IL,11,613,0
2016,IL,11,548,0
2017,IL,11,777,0
2018,IL,11,929,0
1989,IN,11,744,0
1990,IN,11,559,0
1991,IN,11,802,0
1992,IN,11,699,0
1993,IN,11,730,0
1994,IN,11,554,0
1995,IN,11,871,0
1996,IN,11,891,0
1997,IN,11,803,0
1998,IN,11,612,0
1999,IN,11,531,0
2000,IN,11,748,0
2001,IN,11,489,0
2002,IN,11,764,0
2003,IN,11,580,0
2004,IN,11,586,0
2005,IN,11,625,0
2006,IN,11,632,0
2007,IN,11,703,0
2008,IN,11,745,0
2009,IN,11,572,0
2010,IN,11,677,0
2011,IN,11,552,0
2012,IN,11,756,0
2013,IN,11,783,0
2014,IN,11,895,0
2015,IN,11,565,0
2016,IN,11,546,0
2017,IN,11,690,0
2018,IN,11,857,0
1989,IA,11,933,0
1990,IA,11,703,0
1991,IA,11,1087,0
1992,IA,11,952,0
1993,IA,11,922,0
1994,IA,11,757,0
1995,IA,11,1041,0
1996,IA,11,1071,0
1997,IA,11,952,0
1998,IA,11,723,0
1999,IA,11,623,0
2000,IA,11,965,0
2001,IA,11,510,2
2002,IA,11,904,0
2003,IA,11,861,0
2004,IA,11,727,0
2005,IA,11,760,0
2006,IA,11,758,0
2007,IA,11,831,0
2008,IA,11,825,0
2009,IA,11,643,0
2010,IA,11,801,0
2011,IA,11,757,0
2012,IA,11,775,0
2013,IA,11,931,0
2014,IA,11,1068,0
2015,IA,11,687,0
2016,IA,11,594,0
2017,IA,11,860,0
2018,IA,11,1043,0
1989,KS,11,632,0
1990,KS,11,469,1
1991,KS,11,830,0
1992,KS,11,772,0
1993,KS,11,769,0
1994,KS,11,594,0
1995,KS,11,696,0
1996,KS,11,792,0
1997,KS,11,716,0
1998,KS,11,500,0
1999,KS,11,407,6
2000,KS,11,807,0
2001,KS,11,430,4
2002,KS,11,667,0
2003,KS,11,640,0
2004,KS,11,575,0
2005,KS,11,536,0
2006,KS,11,571,0
2007,KS,11,607,0
2008,KS,11,606,0
2009,KS,11,484,1
2010,KS,11,598,0
2011,KS,11,607,0
2012,KS,11,538,0
2013,KS,11,695,0
2014,KS,11,794,0
2015,KS,11,492,0
2016,KS,11,418,4
2017,KS,11,580,0
2018,KS,11,802,0
1989,KY,11,581,0
1990,KY,11,463,1
1991,KY,11,639,0
1992,KY,11,570,0
1993,KY,11,622,0
1994,KY,11,433,1
1995,KY,11,735,0
1996,KY,11,724,0
1997,KY,11,685,0
1998,KY,11,505,0
1999,KY,11,417,3
2000,KY,11,629,0
2001,KY,11,418,1
2002,KY,11,643,0
2003,KY,11,440,1
2004,KY,11,442,1
2005,KY,11,507,0
2006,KY,11,534,0
2007,KY,11,573,0
2008,KY,11,655,0
2009,KY,11,479,0
2010,KY,11,539,0
2011,KY,11,453,0
2012,KY,11,658,0
2013,KY,11,667,0
2014,KY,11,760,0
2015,KY,11,429,3
2016,KY,11,458,1
2017,KY,11,539,0
2018,KY,11,694,0
1989,LA,11,181,44
1990,LA,11,176,46
1991,LA,11,334,9
1992,LA,11,306,13
1993,LA,11,298,15
1994,LA,11,136,72
1995,LA,11,261,21
1996,LA,11,197,42
1997,LA,11,293,15
1998,LA,11,145,68
1999,LA,11,187,41
2000,LA,11,279,18
2001,LA,11,135,74
2002,LA,11,266,20
2003,LA,11,141,66
2004,LA,11,136,73
2005,LA,11,157,56
2006,LA,11,223,28
2007,LA,11,182,43
2008,LA,11,244,24
2009,LA,11,217,29
2010,LA,11,195,39
2011,LA,11,181,45
2012,LA,11,245,23
2013,LA,11,285,17
2014,LA,11,340,9
2015,LA,11,124,83
2016,LA,11,130,75
2017,LA,11,148,62
2018,LA,11,289,16
1989,ME,11,940,0
1990,ME,11,821,0
1991,ME,11,821,0
1992,ME,11,934,0
1993,ME,11,874,0
1994,ME,11,775,0
1995,ME,11,941,0
1996,ME,11,951,0
1997,ME,11,938,0
1998,ME,11,850,0
1999,ME,11,743,0
2000,ME,11,815,0
2001,ME,11,756,0
2002,ME,11,935,0
2003,ME,11,808,0
2004,ME,11,867,0
2005,ME,11,797,0
2006,ME,11,707,0
2007,ME,11,905,0
2008,ME,11,839,0
2009,ME,11,724,0
2010,ME,11,831,0
2011,ME,11,723,0
2012,ME,11,885,0
2013,ME,11,902,0
2014,ME,11,920,0
2015,ME,11,770,0
2016,ME,11,769,0
2017,ME,11,883,0
2018,ME,11,997,0
1989,MD,11,610,0
1990,MD,11,496,0
1991,MD,11,588,0
1992,MD,11,579,0
1993,MD,11,589,0
1994,MD,11,451,0
1995,MD,11,731,0
1996,MD,11,743,0
1997,MD,11,661,0
1998,MD,11,543,0
1999,MD,11,431,0
2000,MD,11,642,0
2001,MD,11,427,0
2002,MD,11,613,0
2003,MD,11,431,0
2004,MD,11,499,0
2005,MD,11,500,0
2006,MD,11,480,0
2007,MD,11,582,0
2008,MD,11,610,0
2009,MD,11,466,0
2010,MD,11,562,0
2011,MD,11,465,0
2012,MD,11,671,0
2013,MD,11,655,0
2014,MD,11,670,0
2015,MD,11,432,0
2016,MD,11,519,0
2017,MD,11,583,0
2018,MD,11,661,0
1989,MA,11,754,0
1990,MA,11,649,0
1991,MA,11,690,0
1992,MA,11,771,0
1993,MA,11,715,0
1994,MA,11,595,0
1995,MA,11,812,0
1996,MA,11,838,0
1997,MA,11,791,0
1998,MA,11,715,0
1999,MA,11,582,0
2000,MA,11,723,0
2001,MA,11,594,0
2002,MA,11,754,0
2003,MA,11,644,0
2004,MA,11,711,0
2005,MA,11,653,0
2006,MA,11,554,0
2007,MA,11,764,0
2008,MA,11,731,0
2009,MA,11,566,0
2010,MA,11,694,0
2011,MA,11,561,0
2012,MA,11,750,0
2013,MA,11,757,0
2014,MA,11,758,0
2015,MA,11,586,0
2016,MA,11,655,0
2017,MA,11,711,0
2018,MA,11,779,0
1989,MI,11,896,0
1990,MI,11,701,0
1991,MI,11,897,0
1992,MI,11,840,0
1993,MI,11,846,0
1994,MI,11,693,0
1995,MI,11,993,0
1996,MI,11,977,0
1997,MI,11,888,0
1998,MI,11,701,0
1999,MI,11,659,0
2000,MI,11,809,0
2001,MI,11,570,0
2002,MI,11,850,0
2003,MI,11,712,0
2004,MI,11,735,0
2005,MI,11,729,0
2006,MI,11,719,0
2007,MI,11,824,0
2008,MI,11,828,0
2009,MI,11,660,0
2010,MI,11,757,0
2011,MI,11,662,0
2012,MI,11,805,0
2013,MI,11,860,0
2014,MI,11,938,0
2015,MI,11,634,0
2016,MI,11,616,0
2017,MI,11,820,0
2018,MI,11,937,0
1989,MN,11,1190,0
1990,MN,11,936,0
1991,MN,11,1280,0
1992,MN,11,1100,0
1993,MN,11,1147,0
1994,MN,11,913,0
1995,MN,11,1267,0
1996,MN,11,1281,0
1997,MN,11,1168,0
1998,MN,11,932,0
1999,MN,11,793,0
2000,MN,11,1062,0
2001,MN,11,680,0
2002,MN,11,1069,0
2003,MN,11,1091,0
2004,MN,11,899,0
2005,MN,11,945,0
2006,MN,11,950,0
2007,MN,11,999,0
2008,MN,11,993,0
2009,MN,11,784,0
2010,MN,11,992,0
2011,MN,11,917,0
2012,MN,11,969,0
2013,MN,11,1088,0
2014,MN,11,1276,0
2015,MN,11,805,0
2016,MN,11,727,0
2017,MN,11,1082,0
2018,MN,11,1224,0
1989,MS,11,291,14
1990,MS,11,256,18
1991,MS,11,432,2
1992,MS,11,391,4
1993,MS,11,398,4
1994,MS,11,221,29
1995,MS,11,427,3
1996,MS,11,332,10
1997,MS,11,432,2
1998,MS,11,228,29
1999,MS,11,260,17
2000,MS,11,382,4
2001,MS,11,213,31
2002,MS,11,396,4
2003,MS,11,216,29
2004,MS,11,210,31
2005,MS,11,260,19
2006,MS,11,346,7
2007,MS,11,302,13
2008,MS,11,385,5
2009,MS,11,317,10
2010,MS,11,285,15
2011,MS,11,277,15
2012,MS,11,388,4
2013,MS,11,411,4
2014,MS,11,478,1
2015,MS,11,202,35
2016,MS,11,223,27
2017,MS,11,259,20
2018,MS,11,429,3
1989,MO,11,632,0
1990,MO,11,463,2
1991,MO,11,805,0
1992,MO,11,712,0
1993,MO,11,750,0
1994,MO,11,526,0
1995,MO,11,754,0
1996,MO,11,829,0
1997,MO,11,731,0
1998,MO,11,517,0
