Year,State,Month,Heating_deg_days,Cooling_deg_days
2014,PA,1,1348,0
2015,PA,1,1252,0
2016,PA,1,1170,0
2017,PA,1,976,0
2018,PA,1,1231,0
2019,PA,1,1143,0
1989,RI,1,1023,0
1990,RI,1,927,0
1991,RI,1,1141,0
1992,RI,1,1104,0
1993,RI,1,1085,0
1994,RI,1,1355,0
1995,RI,1,958,0
1996,RI,1,1159,0
1997,RI,1,1138,0
1998,RI,1,952,0
1999,RI,1,1097,0
2000,RI,1,1187,0
2001,RI,1,1147,0
2002,RI,1,939,0
2003,RI,1,1287,0
2004,RI,1,1389,0
2005,RI,1,1200,0
2006,RI,1,899,0
2007,RI,1,998,0
2008,RI,1,1032,0
2009,RI,1,1290,0
2010,RI,1,1135,0
2011,RI,1,1234,0
2012,RI,1,977,0
2013,RI,1,1073,0
2014,RI,1,1209,0
2015,RI,1,1225,0
2016,RI,1,1045,0
2017,RI,1,955,0
2018,RI,1,1159,0
2019,RI,1,1116,0
1989,SC,1,523,17
1990,SC,1,479,21
1991,SC,1,614,8
1992,SC,1,612,7
1993,SC,1,545,14
1994,SC,1,753,2
1995,SC,1,631,7
1996,SC,1,700,5
1997,SC,1,606,8
1998,SC,1,545,14
1999,SC,1,522,16
2000,SC,1,680,5
2001,SC,1,685,5
2002,SC,1,578,11
2003,SC,1,734,2
2004,SC,1,691,3
2005,SC,1,556,13
2006,SC,1,476,21
2007,SC,1,539,13
2008,SC,1,668,6
2009,SC,1,661,6
2010,SC,1,764,1
2011,SC,1,763,1
2012,SC,1,541,15
2013,SC,1,489,20
2014,SC,1,797,1
2015,SC,1,672,5
2016,SC,1,694,5
2017,SC,1,456,24
2018,SC,1,766,1
2019,SC,1,588,10
1989,SD,1,1245,0
1990,SD,1,1123,0
1991,SD,1,1562,0
1992,SD,1,1163,0
1993,SD,1,1578,0
1994,SD,1,1700,0
1995,SD,1,1425,0
1996,SD,1,1658,0
1997,SD,1,1667,0
1998,SD,1,1390,0
1999,SD,1,1461,0
2000,SD,1,1356,0
2001,SD,1,1338,0
2002,SD,1,1260,0
2003,SD,1,1395,0
2004,SD,1,1487,0
2005,SD,1,1484,0
2006,SD,1,1020,2
2007,SD,1,1416,0
2008,SD,1,1517,0
2009,SD,1,1504,0
2010,SD,1,1552,0
2011,SD,1,1613,0
2012,SD,1,1232,0
2013,SD,1,1403,0
2014,SD,1,1472,0
2015,SD,1,1319,0
2016,SD,1,1398,0
2017,SD,1,1438,0
2018,SD,1,1456,0
2019,SD,1,1460,0
1989,TN,1,694,8
1990,TN,1,666,10
1991,TN,1,822,0
1992,TN,1,815,0
1993,TN,1,746,3
1994,TN,1,1021,0
1995,TN,1,828,0
1996,TN,1,903,0
1997,TN,1,863,0
1998,TN,1,701,6
1999,TN,1,719,6
2000,TN,1,843,0
2001,TN,1,950,0
2002,TN,1,764,0
2003,TN,1,1013,0
2004,TN,1,869,0
2005,TN,1,696,8
2006,TN,1,630,12
2007,TN,1,768,0
2008,TN,1,885,0
2009,TN,1,918,0
2010,TN,1,994,0
2011,TN,1,959,0
2012,TN,1,704,6
2013,TN,1,744,0
2014,TN,1,1082,0
2015,TN,1,895,0
2016,TN,1,933,0
2017,TN,1,634,12
2018,TN,1,996,0
2019,TN,1,792,0
1989,TX,1,396,30
1990,TX,1,382,30
1991,TX,1,602,6
1992,TX,1,536,8
1993,TX,1,530,12
1994,TX,1,507,14
1995,TX,1,465,17
1996,TX,1,530,12
1997,TX,1,548,9
1998,TX,1,389,33
1999,TX,1,396,29
2000,TX,1,390,32
2001,TX,1,587,7
2002,TX,1,445,21
2003,TX,1,551,7
2004,TX,1,438,20
2005,TX,1,393,29
2006,TX,1,328,38
2007,TX,1,605,6
2008,TX,1,520,11
2009,TX,1,471,17
2010,TX,1,577,7
2011,TX,1,559,9
2012,TX,1,387,31
2013,TX,1,451,19
2014,TX,1,581,6
2015,TX,1,584,5
2016,TX,1,513,10
2017,TX,1,370,39
2018,TX,1,608,5
2019,TX,1,497,13
1989,UT,1,1406,0
1990,UT,1,1166,0
1991,UT,1,1341,0
1992,UT,1,1251,0
1993,UT,1,1294,0
1994,UT,1,1082,0
1995,UT,1,1152,0
1996,UT,1,1170,0
1997,UT,1,1216,0
1998,UT,1,1082,0
1999,UT,1,1088,0
2000,UT,1,1086,0
2001,UT,1,1260,0
2002,UT,1,1287,0
2003,UT,1,955,0
2004,UT,1,1327,0
2005,UT,1,1060,0
2006,UT,1,1130,0
2007,UT,1,1361,0
2008,UT,1,1357,0
2009,UT,1,1148,0
2010,UT,1,1178,0
2011,UT,1,1247,0
2012,UT,1,1093,0
2013,UT,1,1416,0
2014,UT,1,1134,0
2015,UT,1,1037,0
2016,UT,1,1219,0
2017,UT,1,1287,0
2018,UT,1,1024,0
2019,UT,1,1213,0
1989,VT,1,1343,0
1990,VT,1,1181,0
1991,VT,1,1494,0
1992,VT,1,1461,0
1993,VT,1,1372,0
1994,VT,1,1820,0
1995,VT,1,1243,0
1996,VT,1,1519,0
1997,VT,1,1486,0
1998,VT,1,1312,0
1999,VT,1,1464,0
2000,VT,1,1518,0
2001,VT,1,1429,0
2002,VT,1,1204,0
2003,VT,1,1694,0
2004,VT,1,1756,0
2005,VT,1,1557,0
2006,VT,1,1187,0
2007,VT,1,1366,0
2008,VT,1,1323,0
2009,VT,1,1644,0
2010,VT,1,1368,0
2011,VT,1,1503,0
2012,VT,1,1312,0
2013,VT,1,1402,0
2014,VT,1,1544,0
2015,VT,1,1603,0
2016,VT,1,1340,0
2017,VT,1,1218,0
2018,VT,1,1480,0
2019,VT,1,1519,0
1989,VA,1,795,0
1990,VA,1,711,4
1991,VA,1,870,0
1992,VA,1,862,0
1993,VA,1,815,0
1994,VA,1,1111,0
1995,VA,1,848,0
1996,VA,1,995,0
1997,VA,1,919,0
1998,VA,1,743,2
1999,VA,1,809,0
2000,VA,1,956,0
2001,VA,1,948,0
2002,VA,1,780,0
2003,VA,1,1052,0
2004,VA,1,1033,0
2005,VA,1,858,0
2006,VA,1,699,4
2007,VA,1,771,2
2008,VA,1,881,0
2009,VA,1,1014,0
2010,VA,1,984,0
2011,VA,1,1021,0
2012,VA,1,804,0
2013,VA,1,820,0
2014,VA,1,1093,0
2015,VA,1,975,0
2016,VA,1,976,0
2017,VA,1,776,0
2018,VA,1,1012,0
2019,VA,1,892,0
1989,WA,1,869,0
1990,WA,1,807,1
1991,WA,1,952,0
1992,WA,1,778,0
1993,WA,1,1047,0
1994,WA,1,737,1
1995,WA,1,819,0
1996,WA,1,918,0
1997,WA,1,881,0
1998,WA,1,836,0
1999,WA,1,806,0
2000,WA,1,901,0
2001,WA,1,844,0
2002,WA,1,841,0
2003,WA,1,725,0
2004,WA,1,894,0
2005,WA,1,847,0
2006,WA,1,746,1
2007,WA,1,948,0
2008,WA,1,963,0
2009,WA,1,921,0
2010,WA,1,713,0
2011,WA,1,856,0
2012,WA,1,901,0
2013,WA,1,948,0
2014,WA,1,820,0
2015,WA,1,759,0
2016,WA,1,825,0
2017,WA,1,1022,0
2018,WA,1,763,0
2019,WA,1,792,0
1989,WV,1,860,0
1990,WV,1,823,0
1991,WV,1,994,0
1992,WV,1,1008,0
1993,WV,1,877,0
1994,WV,1,1266,0
1995,WV,1,1000,0
1996,WV,1,1092,0
1997,WV,1,1050,0
1998,WV,1,829,0
1999,WV,1,936,0
2000,WV,1,1085,0
2001,WV,1,1091,0
2002,WV,1,915,0
2003,WV,1,1210,0
2004,WV,1,1148,0
2005,WV,1,932,0
2006,WV,1,780,5
2007,WV,1,897,0
2008,WV,1,1044,0
2009,WV,1,1164,0
2010,WV,1,1139,0
2011,WV,1,1160,0
2012,WV,1,919,0
2013,WV,1,953,0
2014,WV,1,1271,0
2015,WV,1,1111,0
2016,WV,1,1142,0
2017,WV,1,837,0
2018,WV,1,1164,0
2019,WV,1,1008,0
1989,WI,1,1240,0
1990,WI,1,1182,0
1991,WI,1,1597,0
1992,WI,1,1304,0
1993,WI,1,1432,0
1994,WI,1,1788,0
1995,WI,1,1435,0
1996,WI,1,1575,0
1997,WI,1,1573,0
1998,WI,1,1296,0
1999,WI,1,1554,0
2000,WI,1,1440,0
2001,WI,1,1371,0
2002,WI,1,1195,0
2003,WI,1,1517,0
2004,WI,1,1591,0
2005,WI,1,1470,0
2006,WI,1,1078,0
2007,WI,1,1300,0
2008,WI,1,1472,0
2009,WI,1,1726,0
2010,WI,1,1471,0
2011,WI,1,1542,0
2012,WI,1,1291,0
2013,WI,1,1405,0
2014,WI,1,1746,0
2015,WI,1,1469,0
2016,WI,1,1433,0
2017,WI,1,1319,0
2018,WI,1,1449,0
2019,WI,1,1524,0
1989,WY,1,1310,0
1990,WY,1,1230,0
1991,WY,1,1457,0
1992,WY,1,1277,0
1993,WY,1,1470,0
1994,WY,1,1261,0
1995,WY,1,1290,0
1996,WY,1,1448,0
1997,WY,1,1404,0
1998,WY,1,1277,0
1999,WY,1,1223,0
2000,WY,1,1236,0
2001,WY,1,1334,0
2002,WY,1,1349,0
2003,WY,1,1119,0
2004,WY,1,1320,0
2005,WY,1,1217,0
2006,WY,1,1139,0
2007,WY,1,1473,0
2008,WY,1,1474,0
2009,WY,1,1261,0
2010,WY,1,1298,0
2011,WY,1,1353,0
2012,WY,1,1205,0
2013,WY,1,1355,0
2014,WY,1,1270,0
2015,WY,1,1201,0
2016,WY,1,1282,0
2017,WY,1,1452,0
2018,WY,1,1210,0
2019,WY,1,1300,0
1989,DC,1,875,0
1990,DC,1,758,0
1991,DC,1,951,0
1992,DC,1,930,0
1993,DC,1,875,0
1994,DC,1,1225,0
1995,DC,1,881,0
1996,DC,1,1080,0
1997,DC,1,991,0
1998,DC,1,768,0
1999,DC,1,912,0
2000,DC,1,1007,0
2001,DC,1,1026,0
2002,DC,1,808,0
2003,DC,1,1131,0
2004,DC,1,1160,0
2005,DC,1,973,0
2006,DC,1,743,0
2007,DC,1,827,0
2008,DC,1,906,0
2009,DC,1,1116,0
2010,DC,1,1008,0
2011,DC,1,1099,0
2012,DC,1,860,0
2013,DC,1,893,0
2014,DC,1,1167,0
2015,DC,1,1075,0
2016,DC,1,1030,0
2017,DC,1,831,0
2018,DC,1,1047,0
2019,DC,1,975,0
1989,AL,2,512,4
1990,AL,2,331,21
1991,AL,2,442,8
1992,AL,2,416,11
1993,AL,2,557,3
1994,AL,2,450,8
1995,AL,2,523,4
1996,AL,2,537,3
1997,AL,2,431,10
1998,AL,2,471,5
1999,AL,2,406,12
2000,AL,2,391,13
2001,AL,2,395,14
2002,AL,2,554,2
2003,AL,2,511,4
2004,AL,2,572,2
2005,AL,2,421,11
2006,AL,2,561,2
2007,AL,2,595,2
2008,AL,2,472,5
2009,AL,2,494,4
2010,AL,2,708,0
2011,AL,2,460,6
2012,AL,2,398,14
2013,AL,2,505,4
2014,AL,2,531,3
2015,AL,2,697,0
2016,AL,2,454,6
2017,AL,2,313,25
2018,AL,2,267,40
2019,AL,2,316,28
1989,AZ,2,329,9
1990,AZ,2,440,0
1991,AZ,2,253,24
1992,AZ,2,317,12
1993,AZ,2,394,5
1994,AZ,2,412,4
1995,AZ,2,242,24
1996,AZ,2,251,22
1997,AZ,2,373,6
1998,AZ,2,460,0
1999,AZ,2,300,12
2000,AZ,2,292,13
2001,AZ,2,410,4
2002,AZ,2,331,9
2003,AZ,2,360,7
2004,AZ,2,447,0
2005,AZ,2,349,8
2006,AZ,2,298,12
2007,AZ,2,335,9
2008,AZ,2,377,6
2009,AZ,2,325,9
2010,AZ,2,375,6
2011,AZ,2,463,0
2012,AZ,2,352,8
2013,AZ,2,445,0
2014,AZ,2,250,22
2015,AZ,2,216,32
2016,AZ,2,226,31
2017,AZ,2,277,16
2018,AZ,2,326,9
2019,AZ,2,487,0
1989,AR,2,805,0
1990,AR,2,463,5
1991,AR,2,526,1
1992,AR,2,478,5
1993,AR,2,684,0
1994,AR,2,634,0
1995,AR,2,586,0
1996,AR,2,591,0
1997,AR,2,552,1
1998,AR,2,534,1
1999,AR,2,450,6
2000,AR,2,461,6
2001,AR,2,566,1
2002,AR,2,649,0
2003,AR,2,715,0
2004,AR,2,692,0
2005,AR,2,503,3
2006,AR,2,687,0
2007,AR,2,689,0
2008,AR,2,619,0
2009,AR,2,511,2
2010,AR,2,814,0
2011,AR,2,611,0
2012,AR,2,516,1
2013,AR,2,623,0
2014,AR,2,750,0
2015,AR,2,824,0
2016,AR,2,521,1
2017,AR,2,377,13
2018,AR,2,558,1
2019,AR,2,553,1
1989,CA,2,530,0
1990,CA,2,535,0
1991,CA,2,323,4
1992,CA,2,368,0
1993,CA,2,489,0
1994,CA,2,503,0
1995,CA,2,320,5
1996,CA,2,380,0
1997,CA,2,437,0
1998,CA,2,510,0
1999,CA,2,473,0
2000,CA,2,427,0
2001,CA,2,529,0
2002,CA,2,387,0
2003,CA,2,453,0
2004,CA,2,501,0
2005,CA,2,421,0
2006,CA,2,397,0
2007,CA,2,435,0
2008,CA,2,456,0
2009,CA,2,471,0
2010,CA,2,436,0
2011,CA,2,523,0
2012,CA,2,438,0
2013,CA,2,475,0
2014,CA,2,351,3
2015,CA,2,269,7
2016,CA,2,270,10
2017,CA,2,419,0
2018,CA,2,418,0
2019,CA,2,590,0
1989,CO,2,1231,0
1990,CO,2,1038,0
1991,CO,2,869,0
1992,CO,2,886,0
1993,CO,2,1128,0
1994,CO,2,1080,0
1995,CO,2,869,0
1996,CO,2,956,0
1997,CO,2,1046,0
1998,CO,2,970,0
1999,CO,2,860,0
2000,CO,2,840,0
2001,CO,2,1043,0
2002,CO,2,1035,0
2003,CO,2,1096,0
2004,CO,2,1064,0
2005,CO,2,935,0
2006,CO,2,1046,0
2007,CO,2,1050,0
2008,CO,2,1022,0
2009,CO,2,898,0
2010,CO,2,1127,0
2011,CO,2,1139,0
2012,CO,2,1071,0
2013,CO,2,1086,0
2014,CO,2,1093,0
2015,CO,2,938,0
2016,CO,2,888,0
2017,CO,2,815,0
2018,CO,2,1046,0
2019,CO,2,1119,0
1989,CT,2,1025,0
1990,CT,2,888,0
1991,CT,2,877,0
1992,CT,2,962,0
1993,CT,2,1147,0
1994,CT,2,1160,0
1995,CT,2,1074,0
1996,CT,2,1030,0
1997,CT,2,846,0
1998,CT,2,817,0
1999,CT,2,914,0
2000,CT,2,922,0
2001,CT,2,971,0
2002,CT,2,849,0
2003,CT,2,1137,0
2004,CT,2,1000,0
2005,CT,2,973,0
2006,CT,2,976,0
2007,CT,2,1147,0
2008,CT,2,965,0
2009,CT,2,954,0
2010,CT,2,967,0
2011,CT,2,1038,0
2012,CT,2,819,0
2013,CT,2,982,0
2014,CT,2,1096,0
2015,CT,2,1352,0
2016,CT,2,905,0
2017,CT,2,831,0
2018,CT,2,799,0
2019,CT,2,948,0
1989,DE,2,841,0
1990,DE,2,657,0
1991,DE,2,705,0
1992,DE,2,782,0
1993,DE,2,950,0
1994,DE,2,918,0
1995,DE,2,931,0
1996,DE,2,861,0
1997,DE,2,699,0
1998,DE,2,674,0
1999,DE,2,766,0
2000,DE,2,749,0
2001,DE,2,769,0
2002,DE,2,687,0
2003,DE,2,958,0
2004,DE,2,830,0
2005,DE,2,807,0
2006,DE,2,804,0
2007,DE,2,1012,0
2008,DE,2,754,0
2009,DE,2,762,0
2010,DE,2,946,0
2011,DE,2,766,0
2012,DE,2,683,0
2013,DE,2,838,0
2014,DE,2,904,0
2015,DE,2,1103,0
2016,DE,2,763,0
2017,DE,2,598,0
2018,DE,2,640,0
2019,DE,2,781,0
1989,FL,2,126,100
1990,FL,2,72,164
1991,FL,2,128,97
1992,FL,2,126,101
1993,FL,2,183,64
1994,FL,2,95,138
1995,FL,2,173,64
1996,FL,2,177,60
1997,FL,2,89,151
1998,FL,2,153,80
1999,FL,2,127,94
2000,FL,2,145,84
2001,FL,2,80,156
2002,FL,2,152,87
2003,FL,2,127,110
2004,FL,2,151,93
2005,FL,2,141,85
2006,FL,2,179,62
2007,FL,2,178,69
2008,FL,2,102,137
2009,FL,2,195,56
2010,FL,2,291,25
2011,FL,2,120,110
2012,FL,2,89,141
2013,FL,2,120,109
2014,FL,2,107,138
2015,FL,2,203,59
2016,FL,2,164,71
2017,FL,2,81,149
2018,FL,2,44,223
2019,FL,2,57,194
1989,GA,2,495,5
1990,GA,2,355,16
1991,GA,2,463,6
1992,GA,2,430,6
1993,GA,2,592,1
1994,GA,2,471,6
1995,GA,2,568,2
1996,GA,2,534,3
1997,GA,2,443,7
1998,GA,2,482,4
1999,GA,2,453,6
2000,GA,2,443,5
2001,GA,2,412,9
2002,GA,2,531,2
2003,GA,2,529,2
2004,GA,2,596,1
2005,GA,2,464,5
2006,GA,2,574,1
2007,GA,2,594,1
2008,GA,2,480,4
2009,GA,2,541,1
2010,GA,2,711,0
2011,GA,2,460,5
2012,GA,2,427,8
2013,GA,2,541,3
2014,GA,2,511,4
2015,GA,2,709,0
2016,GA,2,502,3
2017,GA,2,336,20
2018,GA,2,277,31
2019,GA,2,362,16
1989,ID,2,1249,0
1990,ID,2,1022,0
1991,ID,2,787,0
1992,ID,2,773,0
1993,ID,2,1134,0
1994,ID,2,1025,0
1995,ID,2,802,0
1996,ID,2,987,0
1997,ID,2,963,0
1998,ID,2,884,0
1999,ID,2,962,0
2000,ID,2,836,0
2001,ID,2,1031,0
2002,ID,2,1073,0
2003,ID,2,949,0
2004,ID,2,1005,0
2005,ID,2,948,0
2006,ID,2,1041,0
2007,ID,2,868,0
2008,ID,2,975,0
2009,ID,2,974,0
2010,ID,2,911,0
2011,ID,2,1047,0
2012,ID,2,933,0
2013,ID,2,955,0
2014,ID,2,938,0
2015,ID,2,740,0
2016,ID,2,845,0
2017,ID,2,927,0
2018,ID,2,986,0
2019,ID,2,1072,0
1989,IL,2,1270,0
1990,IL,2,917,0
1991,IL,2,943,0
1992,IL,2,857,0
1993,IL,2,1113,0
1994,IL,2,1176,0
1995,IL,2,1065,0
1996,IL,2,1059,0
1997,IL,2,976,0
1998,IL,2,736,0
1999,IL,2,840,0
2000,IL,2,863,0
2001,IL,2,1050,0
2002,IL,2,905,0
2003,IL,2,1143,0
2004,IL,2,1042,0
2005,IL,2,878,0
2006,IL,2,1013,0
2007,IL,2,1307,0
2008,IL,2,1182,0
2009,IL,2,1000,0
2010,IL,2,1114,0
2011,IL,2,1061,0
2012,IL,2,888,0
2013,IL,2,1080,0
2014,IL,2,1370,0
2015,IL,2,1369,0
2016,IL,2,940,0
2017,IL,2,751,0
2018,IL,2,1035,0
2019,IL,2,1100,0
1989,IN,2,1102,0
1990,IN,2,813,0
1991,IN,2,877,0
1992,IN,2,796,0
1993,IN,2,1093,0
1994,IN,2,1060,0
1995,IN,2,1013,0
1996,IN,2,984,0
1997,IN,2,863,0
1998,IN,2,724,0
1999,IN,2,816,0
2000,IN,2,811,0
2001,IN,2,899,0
2002,IN,2,842,0
2003,IN,2,1115,0
2004,IN,2,997,0
2005,IN,2,860,0
2006,IN,2,943,0
2007,IN,2,1281,0
2008,IN,2,1050,0
2009,IN,2,935,0
2010,IN,2,1110,0
2011,IN,2,969,0
2012,IN,2,842,0
2013,IN,2,988,0
2014,IN,2,1227,0
2015,IN,2,1298,0
2016,IN,2,882,0
2017,IN,2,674,0
2018,IN,2,857,0
2019,IN,2,937,0
1989,IA,2,1421,0
1990,IA,2,1035,0
1991,IA,2,1006,0
1992,IA,2,922,0
1993,IA,2,1278,0
1994,IA,2,1334,0
1995,IA,2,1114,0
1996,IA,2,1176,0
1997,IA,2,1109,0
1998,IA,2,833,0
1999,IA,2,892,0
2000,IA,2,913,0
2001,IA,2,1297,0
2002,IA,2,980,0
2003,IA,2,1249,0
2004,IA,2,1173,0
2005,IA,2,945,0
2006,IA,2,1113,0
2007,IA,2,1392,0
2008,IA,2,1344,0
2009,IA,2,1075,0
2010,IA,2,1327,0
2011,IA,2,1178,0
2012,IA,2,983,0
2013,IA,2,1142,0
2014,IA,2,1463,0
2015,IA,2,1430,0
2016,IA,2,1020,0
2017,IA,2,847,0
2018,IA,2,1231,0
2019,IA,2,1372,0
1989,KS,2,1130,0
1990,KS,2,768,0
1991,KS,2,640,2
1992,KS,2,642,3
1993,KS,2,979,0
1994,KS,2,951,0
1995,KS,2,730,0
1996,KS,2,807,0
1997,KS,2,822,0
1998,KS,2,697,0
1999,KS,2,617,6
2000,KS,2,660,0
2001,KS,2,944,0
2002,KS,2,791,0
2003,KS,2,927,0
2004,KS,2,930,0
2005,KS,2,712,0
2006,KS,2,842,0
2007,KS,2,960,0
2008,KS,2,931,0
2009,KS,2,698,0
2010,KS,2,989,0
2011,KS,2,965,0
2012,KS,2,744,0
2013,KS,2,870,0
2014,KS,2,1042,0
2015,KS,2,985,0
2016,KS,2,664,0
2017,KS,2,595,7
2018,KS,2,902,0
2019,KS,2,1000,0
1989,KY,2,880,0
1990,KY,2,581,3
1991,KY,2,720,0
1992,KY,2,646,0
1993,KY,2,868,0
1994,KY,2,772,0
1995,KY,2,846,0
1996,KY,2,806,0
1997,KY,2,651,0
1998,KY,2,638,0
1999,KY,2,668,0
2000,KY,2,615,0
2001,KY,2,670,0
2002,KY,2,741,0
2003,KY,2,891,0
2004,KY,2,792,0
2005,KY,2,682,0
2006,KY,2,807,0
2007,KY,2,998,0
2008,KY,2,780,0
2009,KY,2,736,0
2010,KY,2,972,0
2011,KY,2,733,0
2012,KY,2,671,0
2013,KY,2,796,0
2014,KY,2,902,0
2015,KY,2,1091,0
2016,KY,2,734,0
2017,KY,2,538,7
2018,KY,2,579,3
2019,KY,2,642,0
1989,LA,2,381,12
1990,LA,2,218,44
1991,LA,2,295,23
1992,LA,2,263,29
1993,LA,2,356,13
1994,LA,2,320,19
1995,LA,2,319,18
1996,LA,2,335,15
1997,LA,2,314,19
1998,LA,2,332,16
1999,LA,2,224,41
2000,LA,2,223,42
2001,LA,2,241,38
2002,LA,2,421,7
2003,LA,2,374,12
2004,LA,2,420,8
2005,LA,2,270,28
2006,LA,2,366,13
2007,LA,2,389,9
2008,LA,2,274,28
2009,LA,2,270,27
2010,LA,2,542,0
2011,LA,2,347,14
2012,LA,2,251,34
2013,LA,2,296,23
2014,LA,2,385,11
2015,LA,2,459,6
2016,LA,2,287,23
2017,LA,2,157,78
2018,LA,2,160,91
2019,LA,2,214,53
1989,ME,2,1285,0
1990,ME,2,1246,0
1991,ME,2,1144,0
1992,ME,2,1244,0
1993,ME,2,1493,0
1994,ME,2,1391,0
1995,ME,2,1336,0
1996,ME,2,1243,0
1997,ME,2,1176,0
1998,ME,2,1040,0
1999,ME,2,1108,0
2000,ME,2,1194,0
2001,ME,2,1267,0
2002,ME,2,1142,0
2003,ME,2,1363,0
2004,ME,2,1211,0
2005,ME,2,1183,0
2006,ME,2,1182,0
2007,ME,2,1385,0
2008,ME,2,1191,0
2009,ME,2,1202,0
2010,ME,2,1054,0
2011,ME,2,1270,0
2012,ME,2,1106,0
2013,ME,2,1155,0
2014,ME,2,1271,0
2015,ME,2,1575,0
2016,ME,2,1097,0
2017,ME,2,1137,0
2018,ME,2,1076,0
2019,ME,2,1253,0
1989,MD,2,836,0
1990,MD,2,647,0
1991,MD,2,706,0
1992,MD,2,771,0
1993,MD,2,948,0
1994,MD,2,908,0
1995,MD,2,945,0
1996,MD,2,866,0
1997,MD,2,698,0
1998,MD,2,684,0
1999,MD,2,769,0
2000,MD,2,742,0
2001,MD,2,761,0
2002,MD,2,708,0
2003,MD,2,964,0
2004,MD,2,859,0
2005,MD,2,795,0
2006,MD,2,811,0
2007,MD,2,1029,0
2008,MD,2,782,0
2009,MD,2,777,0
2010,MD,2,948,0
2011,MD,2,775,0
2012,MD,2,683,0
2013,MD,2,855,0
2014,MD,2,906,0
2015,MD,2,1113,0
2016,MD,2,790,0
2017,MD,2,597,0
2018,MD,2,664,0
2019,MD,2,783,0
1989,MA,2,1074,0
1990,MA,2,954,0
1991,MA,2,910,0
1992,MA,2,1007,0
1993,MA,2,1203,0
1994,MA,2,1172,0
1995,MA,2,1100,0
1996,MA,2,1066,0
1997,MA,2,883,0
1998,MA,2,855,0
1999,MA,2,938,0
2000,MA,2,947,0
2001,MA,2,1011,0
2002,MA,2,890,0
2003,MA,2,1156,0
2004,MA,2,1018,0
2005,MA,2,1012,0
2006,MA,2,1004,0
2007,MA,2,1159,0
2008,MA,2,989,0
2009,MA,2,989,0
2010,MA,2,973,0
2011,MA,2,1073,0
2012,MA,2,853,0
2013,MA,2,995,0
2014,MA,2,1110,0
2015,MA,2,1378,0
2016,MA,2,929,0
2017,MA,2,870,0
2018,MA,2,827,0
2019,MA,2,991,0
1989,MI,2,1250,0
1990,MI,2,1046,0
1991,MI,2,1020,0
1992,MI,2,1029,0
1993,MI,2,1239,0
1994,MI,2,1297,0
1995,MI,2,1208,0
1996,MI,2,1172,0
1997,MI,2,1045,0
1998,MI,2,864,0
1999,MI,2,966,0
2000,MI,2,988,0
2001,MI,2,1075,0
2002,MI,2,966,0
2003,MI,2,1250,0
2004,MI,2,1120,0
2005,MI,2,1058,0
2006,MI,2,1081,0
2007,MI,2,1335,0
2008,MI,2,1209,0
2009,MI,2,1085,0
2010,MI,2,1116,0
2011,MI,2,1166,0
2012,MI,2,958,0
2013,MI,2,1147,0
2014,MI,2,1368,0
2015,MI,2,1503,0
2016,MI,2,1020,0
2017,MI,2,859,0
2018,MI,2,1040,0
2019,MI,2,1126,0
1989,MN,2,1670,0
1990,MN,2,1305,0
1991,MN,2,1218,0
1992,MN,2,1139,0
1993,MN,2,1437,0
1994,MN,2,1592,0
1995,MN,2,1420,0
1996,MN,2,1445,0
1997,MN,2,1348,0
1998,MN,2,986,0
1999,MN,2,1134,0
2000,MN,2,1151,0
2001,MN,2,1588,0
2002,MN,2,1119,0
2003,MN,2,1486,0
2004,MN,2,1310,0
2005,MN,2,1194,0
2006,MN,2,1402,0
2007,MN,2,1561,0
2008,MN,2,1511,0
2009,MN,2,1343,0
2010,MN,2,1406,0
2011,MN,2,1404,0
2012,MN,2,1137,0
2013,MN,2,1407,0
2014,MN,2,1682,0
2015,MN,2,1618,0
2016,MN,2,1231,0
2017,MN,2,1098,0
2018,MN,2,1525,0
2019,MN,2,1606,0
1989,MS,2,508,5
1990,MS,2,302,26
1991,MS,2,410,12
1992,MS,2,369,15
1993,MS,2,497,4
1994,MS,2,435,9
1995,MS,2,463,7
1996,MS,2,468,6
1997,MS,2,401,12
1998,MS,2,426,9
1999,MS,2,339,20
2000,MS,2,341,20
2001,MS,2,356,19
2002,MS,2,527,3
2003,MS,2,503,4
2004,MS,2,541,1
2005,MS,2,380,15
2006,MS,2,521,4
2007,MS,2,525,4
2008,MS,2,418,11
2009,MS,2,408,11
2010,MS,2,670,0
2011,MS,2,428,9
2012,MS,2,365,17
2013,MS,2,445,8
2014,MS,2,516,4
2015,MS,2,633,0
2016,MS,2,402,12
2017,MS,2,255,39
2018,MS,2,260,46
2019,MS,2,302,30
1989,MO,2,1133,0
1990,MO,2,734,0
1991,MO,2,724,0
1992,MO,2,692,0
1993,MO,2,990,0
1994,MO,2,942,0
1995,MO,2,840,0
1996,MO,2,854,0
1997,MO,2,802,0
1998,MO,2,676,0
1999,MO,2,653,0
2000,MO,2,657,0
2001,MO,2,894,0
2002,MO,2,790,0
2003,MO,2,971,0
2004,MO,2,914,0
2005,MO,2,716,0
2006,MO,2,880,0
2007,MO,2,1033,0
2008,MO,2,985,0
2009,MO,2,771,0
2010,MO,2,1057,0
2011,MO,2,920,0
2012,MO,2,723,0
2013,MO,2,884,0
2014,MO,2,1121,0
2015,MO,2,1117,0
2016,MO,2,751,0
2017,MO,2,585,7
2018,MO,2,852,0
2019,MO,2,938,0
1989,MT,2,1512,0
1990,MT,2,1146,0
1991,MT,2,874,4
